datetime,symbol,open,high,low,close,volume
2025-03-27 06:45:00,FOREXCOM:XAUUSD,3023.23,3025.855,3023.11,3025.47,0.0
2025-03-27 07:00:00,FOREXCOM:XAUUSD,3025.47,3027.31,3025.115,3025.695,0.0
2025-03-27 07:15:00,FOREXCOM:XAUUSD,3025.695,3028.46,3025.06,3027.07,0.0
2025-03-27 07:30:00,FOREXCOM:XAUUSD,3027.07,3027.565,3024.395,3024.76,0.0
2025-03-27 07:45:00,FOREXCOM:XAUUSD,3024.76,3025.445,3023.035,3023.68,0.0
2025-03-27 08:00:00,FOREXCOM:XAUUSD,3023.68,3026.7,3023.36,3026.245,0.0
2025-03-27 08:15:00,FOREXCOM:XAUUSD,3026.245,3027.72,3026.14,3027.405,0.0
2025-03-27 08:30:00,FOREXCOM:XAUUSD,3027.405,3032.895,3027.245,3031.405,0.0
2025-03-27 08:45:00,FOREXCOM:XAUUSD,3031.405,3032.25,3029.585,3031.775,0.0
2025-03-27 09:00:00,FOREXCOM:XAUUSD,3031.775,3032.02,3029.71,3031.405,0.0
2025-03-27 09:15:00,FOREXCOM:XAUUSD,3031.405,3032.37,3030.925,3032.01,0.0
2025-03-27 09:30:00,FOREXCOM:XAUUSD,3032.01,3033.645,3031.02,3032.685,0.0
2025-03-27 09:45:00,FOREXCOM:XAUUSD,3032.685,3034.315,3032.3,3033.71,0.0
2025-03-27 10:00:00,FOREXCOM:XAUUSD,3033.71,3035.94,3033.14,3035.095,0.0
2025-03-27 10:15:00,FOREXCOM:XAUUSD,3035.095,3037.595,3034.48,3037.36,0.0
2025-03-27 10:30:00,FOREXCOM:XAUUSD,3037.36,3038.695,3034.495,3034.735,0.0
2025-03-27 10:45:00,FOREXCOM:XAUUSD,3034.735,3034.835,3031.855,3034.19,0.0
2025-03-27 11:00:00,FOREXCOM:XAUUSD,3034.19,3034.89,3031.885,3033.905,0.0
2025-03-27 11:15:00,FOREXCOM:XAUUSD,3033.905,3035.895,3032.565,3032.59,0.0
2025-03-27 11:30:00,FOREXCOM:XAUUSD,3032.59,3035.565,3031.74,3033.23,0.0
2025-03-27 11:45:00,FOREXCOM:XAUUSD,3033.23,3033.29,3029.455,3029.8,0.0
2025-03-27 12:00:00,FOREXCOM:XAUUSD,3029.8,3033.37,3027.98,3030.27,0.0
2025-03-27 12:15:00,FOREXCOM:XAUUSD,3030.27,3031.05,3027.595,3027.975,0.0
2025-03-27 12:30:00,FOREXCOM:XAUUSD,3027.975,3028.73,3027.51,3027.845,0.0
2025-03-27 12:45:00,FOREXCOM:XAUUSD,3027.845,3030.355,3026.835,3030.27,0.0
2025-03-27 13:00:00,FOREXCOM:XAUUSD,3030.27,3034.16,3029.35,3031.705,0.0
2025-03-27 13:15:00,FOREXCOM:XAUUSD,3031.705,3032.65,3030.97,3031.2,0.0
2025-03-27 13:30:00,FOREXCOM:XAUUSD,3031.2,3033.785,3029.695,3033.595,0.0
2025-03-27 13:45:00,FOREXCOM:XAUUSD,3033.595,3036.755,3032.63,3035.945,0.0
2025-03-27 14:00:00,FOREXCOM:XAUUSD,3035.945,3037.925,3034.425,3037.565,0.0
2025-03-27 14:15:00,FOREXCOM:XAUUSD,3037.565,3038.005,3035.56,3036.185,0.0
2025-03-27 14:30:00,FOREXCOM:XAUUSD,3036.185,3036.78,3033.925,3034.065,0.0
2025-03-27 14:45:00,FOREXCOM:XAUUSD,3034.065,3037.52,3033.895,3036.215,0.0
2025-03-27 15:00:00,FOREXCOM:XAUUSD,3036.215,3038.39,3035.56,3036.65,0.0
2025-03-27 15:15:00,FOREXCOM:XAUUSD,3036.65,3037.07,3034.77,3035.87,0.0
2025-03-27 15:30:00,FOREXCOM:XAUUSD,3035.87,3036.805,3034.985,3035.76,0.0
2025-03-27 15:45:00,FOREXCOM:XAUUSD,3035.76,3041.085,3035.08,3040.055,0.0
2025-03-27 16:00:00,FOREXCOM:XAUUSD,3040.055,3046.725,3039.89,3046.11,0.0
2025-03-27 16:15:00,FOREXCOM:XAUUSD,3046.11,3053.495,3046.09,3052.235,0.0
2025-03-27 16:30:00,FOREXCOM:XAUUSD,3052.235,3055.985,3051.045,3052.545,0.0
2025-03-27 16:45:00,FOREXCOM:XAUUSD,3052.545,3054.695,3051.405,3051.47,0.0
2025-03-27 17:00:00,FOREXCOM:XAUUSD,3051.47,3054.215,3050.54,3053.33,0.0
2025-03-27 17:15:00,FOREXCOM:XAUUSD,3053.33,3055.605,3049.005,3049.82,0.0
2025-03-27 17:30:00,FOREXCOM:XAUUSD,3049.82,3053.445,3049.82,3052.615,0.0
2025-03-27 17:45:00,FOREXCOM:XAUUSD,3052.615,3055.555,3051.98,3054.73,0.0
2025-03-27 18:00:00,FOREXCOM:XAUUSD,3054.73,3055.965,3052.01,3053.465,0.0
2025-03-27 18:15:00,FOREXCOM:XAUUSD,3053.465,3054.37,3049.395,3051.9,0.0
2025-03-27 18:30:00,FOREXCOM:XAUUSD,3051.9,3052.12,3047.19,3049.86,0.0
2025-03-27 18:45:00,FOREXCOM:XAUUSD,3049.86,3051.71,3048.86,3050.09,0.0
2025-03-27 19:00:00,FOREXCOM:XAUUSD,3050.09,3050.465,3047.895,3048.005,0.0
