datetime,symbol,open,high,low,close,volume
2025-03-18 11:30:00,FOREXCOM:XAUUSD,3007.575,3008.18,3007.09,3008.02,0.0
2025-03-18 11:31:00,FOREXCOM:XAUUSD,3008.02,3008.945,3007.935,3008.945,0.0
2025-03-18 11:32:00,FOREXCOM:XAUUSD,3008.945,3009.995,3008.94,3009.995,0.0
2025-03-18 11:33:00,FOREXCOM:XAUUSD,3009.995,3011.225,3009.94,3010.98,0.0
2025-03-18 11:34:00,FOREXCOM:XAUUSD,3010.98,3012.065,3010.98,3012.065,0.0
2025-03-18 11:35:00,FOREXCOM:XAUUSD,3012.065,3012.68,3011.425,3011.44,0.0
2025-03-18 11:36:00,FOREXCOM:XAUUSD,3011.44,3011.86,3011.1,3011.85,0.0
2025-03-18 11:37:00,FOREXCOM:XAUUSD,3011.85,3011.86,3010.98,3011.06,0.0
2025-03-18 11:38:00,FOREXCOM:XAUUSD,3011.06,3011.4,3010.895,3011.18,0.0
2025-03-18 11:39:00,FOREXCOM:XAUUSD,3011.18,3011.35,3010.895,3010.985,0.0
2025-03-18 11:40:00,FOREXCOM:XAUUSD,3010.985,3011.05,3010.51,3010.565,0.0
2025-03-18 11:41:00,FOREXCOM:XAUUSD,3010.565,3011.315,3010.565,3010.93,0.0
2025-03-18 11:42:00,FOREXCOM:XAUUSD,3010.93,3011.195,3010.855,3010.895,0.0
2025-03-18 11:43:00,FOREXCOM:XAUUSD,3010.895,3012.725,3010.845,3012.59,0.0
2025-03-18 11:44:00,FOREXCOM:XAUUSD,3012.59,3013.6,3012.55,3013.52,0.0
2025-03-18 11:45:00,FOREXCOM:XAUUSD,3013.52,3014.19,3013.26,3013.895,0.0
2025-03-18 11:46:00,FOREXCOM:XAUUSD,3013.895,3014.045,3013.425,3013.47,0.0
2025-03-18 11:47:00,FOREXCOM:XAUUSD,3013.47,3013.585,3012.69,3013.53,0.0
2025-03-18 11:48:00,FOREXCOM:XAUUSD,3013.53,3013.71,3013.08,3013.245,0.0
2025-03-18 11:49:00,FOREXCOM:XAUUSD,3013.245,3013.305,3012.635,3012.855,0.0
2025-03-18 11:50:00,FOREXCOM:XAUUSD,3012.855,3013.56,3012.735,3012.835,0.0
2025-03-18 11:51:00,FOREXCOM:XAUUSD,3012.835,3013.015,3012.395,3012.895,0.0
2025-03-18 11:52:00,FOREXCOM:XAUUSD,3012.895,3012.895,3012.52,3012.555,0.0
2025-03-18 11:53:00,FOREXCOM:XAUUSD,3012.555,3012.905,3012.445,3012.65,0.0
2025-03-18 11:54:00,FOREXCOM:XAUUSD,3012.65,3012.82,3012.245,3012.73,0.0
2025-03-18 11:55:00,FOREXCOM:XAUUSD,3012.73,3013.08,3012.37,3012.92,0.0
2025-03-18 11:56:00,FOREXCOM:XAUUSD,3012.92,3012.92,3012.405,3012.465,0.0
2025-03-18 11:57:00,FOREXCOM:XAUUSD,3012.465,3012.505,3011.82,3011.91,0.0
2025-03-18 11:58:00,FOREXCOM:XAUUSD,3011.91,3012.29,3011.77,3011.945,0.0
2025-03-18 11:59:00,FOREXCOM:XAUUSD,3011.945,3012.28,3011.545,3012.055,0.0
2025-03-18 12:00:00,FOREXCOM:XAUUSD,3012.055,3012.7,3012.05,3012.11,0.0
2025-03-18 12:01:00,FOREXCOM:XAUUSD,3012.11,3012.6,3011.305,3012.59,0.0
2025-03-18 12:02:00,FOREXCOM:XAUUSD,3012.59,3014.17,3012.59,3013.955,0.0
2025-03-18 12:03:00,FOREXCOM:XAUUSD,3013.955,3014.685,3013.765,3014.525,0.0
2025-03-18 12:04:00,FOREXCOM:XAUUSD,3014.525,3016.045,3013.885,3016.045,0.0
2025-03-18 12:05:00,FOREXCOM:XAUUSD,3016.045,3016.355,3014.605,3015.86,0.0
2025-03-18 12:06:00,FOREXCOM:XAUUSD,3015.86,3016.51,3015.71,3016.51,0.0
2025-03-18 12:07:00,FOREXCOM:XAUUSD,3016.51,3017.315,3015.95,3016.87,0.0
2025-03-18 12:08:00,FOREXCOM:XAUUSD,3016.87,3017.01,3016.22,3016.25,0.0
2025-03-18 12:09:00,FOREXCOM:XAUUSD,3016.25,3016.65,3015.945,3016.48,0.0
2025-03-18 12:10:00,FOREXCOM:XAUUSD,3016.48,3017.085,3016.26,3016.375,0.0
2025-03-18 12:11:00,FOREXCOM:XAUUSD,3016.375,3016.375,3015.485,3015.505,0.0
2025-03-18 12:12:00,FOREXCOM:XAUUSD,3015.505,3016.065,3015.13,3016.0,0.0
2025-03-18 12:13:00,FOREXCOM:XAUUSD,3016.0,3016.53,3015.435,3015.435,0.0
2025-03-18 12:14:00,FOREXCOM:XAUUSD,3015.435,3015.635,3015.135,3015.315,0.0
2025-03-18 12:15:00,FOREXCOM:XAUUSD,3015.315,3016.13,3015.3,3015.645,0.0
2025-03-18 12:16:00,FOREXCOM:XAUUSD,3015.645,3016.285,3015.57,3016.18,0.0
2025-03-18 12:17:00,FOREXCOM:XAUUSD,3016.18,3016.19,3015.37,3015.44,0.0
2025-03-18 12:18:00,FOREXCOM:XAUUSD,3015.44,3015.57,3014.9,3015.38,0.0
2025-03-18 12:19:00,FOREXCOM:XAUUSD,3015.38,3015.38,3014.355,3014.355,0.0
2025-03-18 12:20:00,FOREXCOM:XAUUSD,3014.355,3014.5,3013.8,3014.135,0.0
2025-03-18 12:21:00,FOREXCOM:XAUUSD,3014.135,3014.435,3013.93,3014.145,0.0
