datetime,symbol,open,high,low,close,volume
2025-03-29 02:15:00,FOREXCOM:XAUUSD,3083.09,3083.7,3082.855,3082.87,0.0
2025-03-29 02:30:00,FOREXCOM:XAUUSD,3082.555,3082.85,3082.555,3082.76,0.0
2025-03-29 02:45:00,FOREXCOM:XAUUSD,3083.48,3083.86,3083.215,3083.795,0.0
2025-03-29 02:00:00,FOREXCOM:XAUUSD,3080.84,3083.285,3080.84,3083.09,0.0
2025-03-29 02:15:00,FOREXCOM:XAUUSD,3083.09,3083.7,3082.0,3082.555,0.0
2025-03-29 02:30:00,FOREXCOM:XAUUSD,3082.555,3085.14,3081.72,3083.48,0.0
2025-03-29 02:45:00,FOREXCOM:XAUUSD,3083.48,3086.04,3083.215,3084.775,0.0
2025-03-31 04:00:00,FOREXCOM:XAUUSD,3084.775,3097.825,3084.775,3090.82,0.0
2025-03-31 04:15:00,FOREXCOM:XAUUSD,3090.82,3091.76,3089.265,3089.385,0.0
2025-03-31 04:30:00,FOREXCOM:XAUUSD,3089.385,3090.715,3088.705,3089.49,0.0
2025-03-31 04:45:00,FOREXCOM:XAUUSD,3089.49,3090.73,3089.095,3090.075,0.0
2025-03-31 05:00:00,FOREXCOM:XAUUSD,3090.075,3090.945,3088.08,3090.21,0.0
2025-03-31 05:15:00,FOREXCOM:XAUUSD,3090.21,3090.75,3089.05,3089.66,0.0
2025-03-31 05:30:00,FOREXCOM:XAUUSD,3089.66,3089.92,3087.93,3088.945,0.0
2025-03-31 05:45:00,FOREXCOM:XAUUSD,3088.945,3089.8,3088.35,3089.255,0.0
2025-03-31 06:00:00,FOREXCOM:XAUUSD,3089.255,3089.785,3084.735,3087.375,0.0
2025-03-31 06:15:00,FOREXCOM:XAUUSD,3087.375,3088.645,3082.755,3084.31,0.0
2025-03-31 06:30:00,FOREXCOM:XAUUSD,3084.31,3084.6,3083.095,3084.005,0.0
2025-03-31 06:45:00,FOREXCOM:XAUUSD,3084.005,3084.565,3077.605,3079.12,0.0
2025-03-31 07:00:00,FOREXCOM:XAUUSD,3079.12,3083.49,3076.935,3081.14,0.0
2025-03-31 07:15:00,FOREXCOM:XAUUSD,3081.14,3091.8,3078.96,3091.68,0.0
2025-03-31 07:30:00,FOREXCOM:XAUUSD,3091.68,3095.46,3090.05,3092.125,0.0
2025-03-31 07:45:00,FOREXCOM:XAUUSD,3092.125,3094.985,3090.265,3094.855,0.0
2025-03-31 08:00:00,FOREXCOM:XAUUSD,3094.855,3099.55,3094.06,3098.85,0.0
2025-03-31 08:15:00,FOREXCOM:XAUUSD,3098.85,3106.805,3096.365,3098.885,0.0
2025-03-31 08:30:00,FOREXCOM:XAUUSD,3098.885,3107.25,3098.315,3104.09,0.0
2025-03-31 08:45:00,FOREXCOM:XAUUSD,3104.09,3107.065,3099.545,3106.83,0.0
2025-03-31 09:00:00,FOREXCOM:XAUUSD,3106.83,3111.77,3105.96,3109.05,0.0
2025-03-31 09:15:00,FOREXCOM:XAUUSD,3109.05,3111.225,3105.275,3108.245,0.0
2025-03-31 09:30:00,FOREXCOM:XAUUSD,3108.245,3110.945,3106.02,3107.52,0.0
